id,content,chat_type,secondary_emotions,is_multilabel,label_set,conversation_id
msg_00651,"I am worried about losing this opportunity, and the thought makes me genuinely sad. I could feel both reactions at once.",anxious,sad,True,"anxious,sad",conv_00083
msg_00143,Right now I am grieving what I thought I would have.,sad,,False,sad,conv_00083
msg_00142,I am grieving what I thought I would have.,sad,,False,sad,conv_00083
msg_00588,"Today, right now I am afraid I might hurt myself.",suicidal,,False,suicidal,conv_00083
msg_00321,Right now I am nervous about being judged.,anxious,,False,anxious,conv_00084
msg_00020,I finally accomplished something I worked hard for.,happy,,False,happy,conv_00084
msg_00173,I am feeling discouraged by how little has changed.,sad,,False,sad,conv_00084
msg_00572,"Honestly, i feel like death is the only escape.",suicidal,,False,suicidal,conv_00084
msg_00313,I keep second-guessing myself.,anxious,,False,anxious,conv_00085
msg_00657,"Everything is normal on the surface, but I cannot stop feeling nervous about tomorrow. It was difficult to describe the mood with one word.",anxious,neutral,True,"anxious,neutral",conv_00085
msg_00013,Right now I am cheerful and full of energy today.,happy,,False,happy,conv_00085
msg_00306,I keep imagining everything going wrong.,anxious,,False,anxious,conv_00085
msg_00026,I feel optimistic about the future.,happy,,False,happy,conv_00086
msg_00571,"Lately, i feel like death is the only escape.",suicidal,,False,suicidal,conv_00086
msg_00170,I am feeling like I am just going through the motions.,sad,,False,sad,conv_00086
msg_00491,"Honestly, nothing significant changed today.",neutral,,False,neutral,conv_00086
msg_00413,I studied for a while this afternoon.,neutral,,False,neutral,conv_00087
msg_00246,I wanted to walk away before I said something harsh.,angry,,False,angry,conv_00087
msg_00299,"Lately, i feel like my patience is gone.",angry,,False,angry,conv_00087
msg_00444,"Today, the day passed without much happening.",neutral,,False,neutral,conv_00087
msg_00273,"Honestly, right now I am fed up with being ignored.",angry,,False,angry,conv_00088
msg_00155,I feel worn out emotionally.,sad,,False,sad,conv_00088
msg_00127,I am feeling disappointed and emotionally exhausted.,sad,,False,sad,conv_00088
msg_00482,"Honestly, things were fairly quiet today.",neutral,,False,neutral,conv_00088
msg_00342,Right now I am nervous waiting for their reply.,anxious,,False,anxious,conv_00089
msg_00288,"Honestly, right now I am still boiling over what happened.",angry,,False,angry,conv_00089
msg_00114,I feel empty after everything that happened.,sad,,False,sad,conv_00089
msg_00555,"Today, i keep having thoughts about killing myself.",suicidal,,False,suicidal,conv_00089
msg_00174,I wanted comfort but did not know how to ask for it.,sad,,False,sad,conv_00090
msg_00405,The day passed without much happening.,neutral,,False,neutral,conv_00090
msg_00058,Right now I am looking forward to tomorrow.,happy,,False,happy,conv_00090
msg_00465,"Today, nothing really stood out today.",neutral,,False,neutral,conv_00090
msg_00223,Right now I am seriously annoyed with them.,angry,,False,angry,conv_00091
msg_00281,"Lately, that was the last straw.",angry,,False,angry,conv_00091
msg_00018,I am thrilled about the opportunity.,happy,,False,happy,conv_00091
msg_00481,"Lately, things were fairly quiet today.",neutral,,False,neutral,conv_00091
msg_00323,I feel uneasy about the whole situation.,anxious,,False,anxious,conv_00092
msg_00256,"Today, right now I am really angry about what happened.",angry,,False,angry,conv_00092
msg_00427,Nothing major happened today.,neutral,,False,neutral,conv_00092
msg_00676,"Most of the day was normal, but one interaction really irritated me. I could feel both reactions at once.",angry,neutral,True,"angry,neutral",conv_00092
msg_00191,I am feeling sadder than I expected to.,sad,,False,sad,conv_00093
msg_00449,"Honestly, everything was fairly routine today.",neutral,,False,neutral,conv_00093
msg_00623,"I felt lonely today, but a friend's message gave me a small reason to smile. The two feelings seemed to sit together rather than replace each other.",sad,happy,True,"sad,happy",conv_00093
msg_00622,"I felt lonely today, but a friend's message gave me a small reason to smile. It was difficult to describe the mood with one word.",sad,happy,True,"sad,happy",conv_00093
msg_00095,I had so much fun that I lost track of time.,happy,,False,happy,conv_00094
msg_00181,I feel lonely enough that even small things hurt.,sad,,False,sad,conv_00094
msg_00302,My thoughts are racing again.,anxious,,False,anxious,conv_00094
msg_00437,"Honestly, nothing unusual happened today.",neutral,,False,neutral,conv_00094
msg_00518,I cannot imagine continuing to live like this.,suicidal,,False,suicidal,conv_00095
msg_00539,I do not see anything worth staying alive for.,suicidal,,False,suicidal,conv_00095
msg_00582,"Today, right now I am having suicidal thoughts again.",suicidal,,False,suicidal,conv_00095
msg_00524,I do not know how much longer I can keep going.,suicidal,,False,suicidal,conv_00095
msg_00006,Today was full of things that made me happy.,happy,,False,happy,conv_00096
msg_00692,"My day followed the usual routine, but I kept worrying about tomorrow. It was difficult to describe the mood with one word.",neutral,anxious,True,"neutral,anxious",conv_00096
msg_00046,I am delighted with the result.,happy,,False,happy,conv_00096
msg_00450,"Today, everything was fairly routine today.",neutral,,False,neutral,conv_00096
msg_00532,I do not want to wake up tomorrow.,suicidal,,False,suicidal,conv_00097
msg_00172,I feel discouraged by how little has changed.,sad,,False,sad,conv_00097
msg_00017,I am feeling lucky to have people like this around me.,happy,,False,happy,conv_00097
msg_00049,I got exactly the news I was hoping for.,happy,,False,happy,conv_00097
msg_00682,"The day was routine overall, although I felt genuinely pleased about one small success. It was difficult to describe the mood with one word.",neutral,happy,True,"neutral,happy",conv_00098
msg_00646,"I am excited about tomorrow, but my mind keeps worrying about everything that could go wrong. I could feel both reactions at once.",anxious,happy,True,"anxious,happy",conv_00098
msg_00004,I feel proud of myself for finishing this.,happy,,False,happy,conv_00098
msg_00694,"My day followed the usual routine, but I kept worrying about tomorrow. I noticed the second feeling more once I had calmed down.",neutral,anxious,True,"neutral,anxious",conv_00098
msg_00445,"Lately, i attended class and came home.",neutral,,False,neutral,conv_00099
msg_00317,I feel on edge tonight.,anxious,,False,anxious,conv_00099
msg_00650,"I am excited about tomorrow, but my mind keeps worrying about everything that could go wrong. By the evening, I was still carrying both emotions.",anxious,happy,True,"anxious,happy",conv_00099
msg_00284,"Lately, i am still boiling over what happened.",angry,,False,angry,conv_00099
msg_00097,Right now I am grateful for today's little victories.,happy,,False,happy,conv_00100
msg_00286,"Today, i am still boiling over what happened.",angry,,False,angry,conv_00100
msg_00423,Most of today was routine.,neutral,,False,neutral,conv_00100
msg_00226,I am feeling resentful about how things were handled.,angry,,False,angry,conv_00100
msg_00027,I am feeling optimistic about the future.,happy,,False,happy,conv_00101
msg_00583,"Lately, i am afraid I might hurt myself.",suicidal,,False,suicidal,conv_00101
msg_00264,"Honestly, i am feeling furious after that conversation.",angry,,False,angry,conv_00101
msg_00051,I am feeling joyful and full of energy.,happy,,False,happy,conv_00101
msg_00365,"Lately, i have been overthinking every little detail.",anxious,,False,anxious,conv_00102
msg_00230,Right now I am angry that nobody listened.,angry,,False,angry,conv_00102
msg_00038,Everything feels wonderfully positive today.,happy,,False,happy,conv_00102
msg_00158,I feel like crying whenever I think about it.,sad,,False,sad,conv_00102
msg_00238,Right now I am in no mood to forgive them yet.,angry,,False,angry,conv_00103
msg_00677,"Most of the day was normal, but one interaction really irritated me. It was difficult to describe the mood with one word.",angry,neutral,True,"angry,neutral",conv_00103
msg_00375,"Honestly, i am worried that I will mess this up.",anxious,,False,anxious,conv_00103
msg_00371,"Lately, i am feeling tense and restless.",anxious,,False,anxious,conv_00103
msg_00176,I am feeling emotionally fragile today.,sad,,False,sad,conv_00104
msg_00598,"Lately, i have thoughts of taking my own life.",suicidal,,False,suicidal,conv_00104
msg_00685,"The day was routine overall, although I felt genuinely pleased about one small success. By the evening, I was still carrying both emotions.",neutral,happy,True,"neutral,happy",conv_00104
msg_00520,I feel completely hopeless and want my life to end.,suicidal,,False,suicidal,conv_00104
msg_00195,I am feeling hurt and forgotten.,sad,,False,sad,conv_00105
msg_00600,"Today, i have thoughts of taking my own life.",suicidal,,False,suicidal,conv_00105
msg_00608,"I am thrilled about the opportunity, although I keep worrying that I might mess it up. The two feelings seemed to sit together rather than replace each other.",happy,anxious,True,"happy,anxious",conv_00105
msg_00435,"Today, i went through my usual routine.",neutral,,False,neutral,conv_00105
msg_00649,"I am excited about tomorrow, but my mind keeps worrying about everything that could go wrong. I noticed the second feeling more once I had calmed down.",anxious,happy,True,"anxious,happy",conv_00106
msg_00458,"Honestly, the day was neither especially good nor bad.",neutral,,False,neutral,conv_00106
msg_00681,"The day was routine overall, although I felt genuinely pleased about one small success. I could feel both reactions at once.",neutral,happy,True,"neutral,happy",conv_00106
msg_00587,"Honestly, right now I am afraid I might hurt myself.",suicidal,,False,suicidal,conv_00106
msg_00606,"I am thrilled about the opportunity, although I keep worrying that I might mess it up. I could feel both reactions at once.",happy,anxious,True,"happy,anxious",conv_00107
msg_00068,Right now I am genuinely excited about my plans.,happy,,False,happy,conv_00107
msg_00501,I am thinking about ending my life.,suicidal,,False,suicidal,conv_00107
msg_00169,I feel like I am just going through the motions.,sad,,False,sad,conv_00107
msg_00457,"Lately, the day was neither especially good nor bad.",neutral,,False,neutral,conv_00108
msg_00163,I am feeling invisible to everyone.,sad,,False,sad,conv_00108
msg_00310,I am feeling tense and restless.,anxious,,False,anxious,conv_00108
msg_00194,I feel hurt and forgotten.,sad,,False,sad,conv_00108
msg_00604,"I had a wonderful time with my friends, but I still missed someone who could not be there. I noticed the second feeling more once I had calmed down.",happy,sad,True,"happy,sad",conv_00109
msg_00366,"Honestly, i have been overthinking every little detail.",anxious,,False,anxious,conv_00109
msg_00384,"Honestly, i am scared of making the wrong choice.",anxious,,False,anxious,conv_00109
msg_00636,"Nothing dramatic happened today, but I still felt unusually low. I could feel both reactions at once.",sad,neutral,True,"sad,neutral",conv_00109
msg_00663,"I am furious about what happened, but I am also worried about what will happen next. The two feelings seemed to sit together rather than replace each other.",angry,anxious,True,"angry,anxious",conv_00110
msg_00153,I am feeling miserable about how things turned out.,sad,,False,sad,conv_00110
msg_00679,"Most of the day was normal, but one interaction really irritated me. I noticed the second feeling more once I had calmed down.",angry,neutral,True,"angry,neutral",conv_00110
msg_00484,"Lately, i worked through my usual tasks.",neutral,,False,neutral,conv_00110
msg_00227,I am frustrated beyond words.,angry,,False,angry,conv_00111
msg_00697,"Nothing unusual happened, except for one interaction that left me irritated. It was difficult to describe the mood with one word.",neutral,angry,True,"neutral,angry",conv_00111
msg_00579,"Today, i am having suicidal thoughts again.",suicidal,,False,suicidal,conv_00111
msg_00104,I miss someone I used to talk to every day.,sad,,False,sad,conv_00111
msg_00422,I went about my day as usual.,neutral,,False,neutral,conv_00112
msg_00504,I keep having thoughts about killing myself.,suicidal,,False,suicidal,conv_00112
msg_00534,Right now I am worried I might act on my suicidal thoughts.,suicidal,,False,suicidal,conv_00112
msg_00075,I feel positive about what is ahead.,happy,,False,happy,conv_00112
msg_00116,I have been struggling to find any joy lately.,sad,,False,sad,conv_00113
msg_00408,I do not have much to report.,neutral,,False,neutral,conv_00113
msg_00680,"Most of the day was normal, but one interaction really irritated me. By the evening, I was still carrying both emotions.",angry,neutral,True,"angry,neutral",conv_00113
msg_00120,I spent most of today feeling down.,sad,,False,sad,conv_00113
msg_00054,I feel encouraged by my progress.,happy,,False,happy,conv_00114
msg_00152,I feel miserable about how things turned out.,sad,,False,sad,conv_00114
msg_00404,I spent most of the day doing normal things.,neutral,,False,neutral,conv_00114
msg_00665,"I am furious about what happened, but I am also worried about what will happen next. By the evening, I was still carrying both emotions.",angry,anxious,True,"angry,anxious",conv_00114
msg_00208,Right now I am fed up with being ignored.,angry,,False,angry,conv_00115
msg_00468,"Today, i studied for a while this afternoon.",neutral,,False,neutral,conv_00115
msg_00500,"Honestly, i did some studying and took a break.",neutral,,False,neutral,conv_00115
msg_00480,"Today, i did what I normally do.",neutral,,False,neutral,conv_00115
msg_00544,"Lately, i am thinking about ending my life.",suicidal,,False,suicidal,conv_00116
msg_00009,I had so much fun with my friends.,happy,,False,happy,conv_00116
msg_00570,"Today, i keep wishing I were dead.",suicidal,,False,suicidal,conv_00116
msg_00037,Right now I am excited to tell my family the good news.,happy,,False,happy,conv_00116
msg_00453,"Today, i do not have much to report.",neutral,,False,neutral,conv_00117
msg_00140,I feel disconnected from everyone.,sad,,False,sad,conv_00117
msg_00254,"Lately, right now I am really angry about what happened.",angry,,False,angry,conv_00117
msg_00304,I am feeling nervous about what might happen.,anxious,,False,anxious,conv_00117
msg_00530,Right now I am struggling with thoughts of killing myself.,suicidal,,False,suicidal,conv_00118
msg_00533,I am worried I might act on my suicidal thoughts.,suicidal,,False,suicidal,conv_00118
msg_00369,"Honestly, i feel tense and restless.",anxious,,False,anxious,conv_00118
msg_00060,"I am feeling calm, satisfied, and happy.",happy,,False,happy,conv_00118
msg_00112,My heart feels heavy today.,sad,,False,sad,conv_00119
msg_00502,Right now I am thinking about ending my life.,suicidal,,False,suicidal,conv_00119
msg_00515,Right now I am afraid I might hurt myself.,suicidal,,False,suicidal,conv_00119
msg_00643,"I was already nervous about the meeting, and the delay made me really irritated. The two feelings seemed to sit together rather than replace each other.",anxious,angry,True,"anxious,angry",conv_00119
msg_00263,"Lately, i am feeling furious after that conversation.",angry,,False,angry,conv_00120
msg_00609,"I am thrilled about the opportunity, although I keep worrying that I might mess it up. I noticed the second feeling more once I had calmed down.",happy,anxious,True,"happy,anxious",conv_00120
msg_00298,"Today, right now I am irritated by everything right now.",angry,,False,angry,conv_00120
msg_00478,"Lately, i did what I normally do.",neutral,,False,neutral,conv_00120
msg_00415,I spent some time reading and resting.,neutral,,False,neutral,conv_00121
msg_00151,I cannot find much to look forward to.,sad,,False,sad,conv_00121
msg_00434,"Honestly, i went through my usual routine.",neutral,,False,neutral,conv_00121
msg_00560,"Honestly, i am feeling like I cannot keep living this way.",suicidal,,False,suicidal,conv_00121
msg_00441,"Today, i spent most of the day doing normal things.",neutral,,False,neutral,conv_00122
msg_00671,"I am still annoyed about the argument, although I was happy about how the rest of the day went. I could feel both reactions at once.",angry,happy,True,"angry,happy",conv_00122
msg_00267,"Honestly, i cannot believe they treated me that way.",angry,,False,angry,conv_00122
msg_00614,"I am happy about the result, but I am still annoyed by how I was treated. I noticed the second feeling more once I had calmed down.",happy,angry,True,"happy,angry",conv_00122
msg_00360,"Honestly, i keep imagining everything going wrong.",anxious,,False,anxious,conv_00123
msg_00626,I feel sad about what happened and keep worrying that things will get worse. I could feel both reactions at once.,sad,anxious,True,"sad,anxious",conv_00123
msg_00039,I feel lighter after such a great day.,happy,,False,happy,conv_00123
msg_00128,I feel alone with my thoughts tonight.,sad,,False,sad,conv_00123
msg_00424,I did some studying and took a break.,neutral,,False,neutral,conv_00124
msg_00417,I did what I normally do.,neutral,,False,neutral,conv_00124
msg_00489,"Today, i had a regular evening at home.",neutral,,False,neutral,conv_00124
msg_00308,I have been overthinking every little detail.,anxious,,False,anxious,conv_00124
msg_00199,I am feeling unusually low this evening.,sad,,False,sad,conv_00125
msg_00352,"Today, i feel nervous about what might happen.",anxious,,False,anxious,conv_00125
msg_00507,I have been thinking seriously about suicide.,suicidal,,False,suicidal,conv_00125
msg_00147,I am having a really low day.,sad,,False,sad,conv_00125
msg_00451,"Lately, i do not have much to report.",neutral,,False,neutral,conv_00126
msg_00654,"I am worried about losing this opportunity, and the thought makes me genuinely sad. I noticed the second feeling more once I had calmed down.",anxious,sad,True,"anxious,sad",conv_00126
msg_00529,I am struggling with thoughts of killing myself.,suicidal,,False,suicidal,conv_00126
msg_00420,I had a regular evening at home.,neutral,,False,neutral,conv_00126
msg_00443,"Honestly, the day passed without much happening.",neutral,,False,neutral,conv_00127
msg_00628,I feel sad about what happened and keep worrying that things will get worse. The two feelings seemed to sit together rather than replace each other.,sad,anxious,True,"sad,anxious",conv_00127
msg_00148,Right now I am having a really low day.,sad,,False,sad,conv_00127
msg_00553,"Lately, i keep having thoughts about killing myself.",suicidal,,False,suicidal,conv_00127
msg_00349,"Today, my thoughts are racing again.",anxious,,False,anxious,conv_00128
msg_00464,"Honestly, nothing really stood out today.",neutral,,False,neutral,conv_00128
msg_00326,Right now I am afraid something will go wrong.,anxious,,False,anxious,conv_00128
msg_00187,I feel a deep sense of loss.,sad,,False,sad,conv_00128
msg_00124,I cannot shake this sadness.,sad,,False,sad,conv_00129
msg_00599,"Honestly, i have thoughts of taking my own life.",suicidal,,False,suicidal,conv_00129
msg_00144,I have lost interest in things I normally like.,sad,,False,sad,conv_00129
msg_00672,"I am still annoyed about the argument, although I was happy about how the rest of the day went. It was difficult to describe the mood with one word.",angry,happy,True,"angry,happy",conv_00129
msg_00198,I feel unusually low this evening.,sad,,False,sad,conv_00130
msg_00280,"Today, i am feeling disrespected and frustrated.",angry,,False,angry,conv_00130
msg_00294,"Honestly, i am irritated by everything right now.",angry,,False,angry,conv_00130
msg_00401,Today was pretty ordinary.,neutral,,False,neutral,conv_00130
msg_00123,I am feeling forgotten by people I care about.,sad,,False,sad,conv_00131
msg_00184,I feel exhausted from pretending everything is fine.,sad,,False,sad,conv_00131
msg_00203,That completely pissed me off.,angry,,False,angry,conv_00131
msg_00439,"Lately, i spent most of the day doing normal things.",neutral,,False,neutral,conv_00131
msg_00247,I am still worked up over the argument.,angry,,False,angry,conv_00132
msg_00416,Today felt like a normal weekday.,neutral,,False,neutral,conv_00132
msg_00625,"I felt lonely today, but a friend's message gave me a small reason to smile. By the evening, I was still carrying both emotions.",sad,happy,True,"sad,happy",conv_00132
msg_00130,I wish someone understood how difficult this feels.,sad,,False,sad,conv_00132
msg_00403,Nothing unusual happened today.,neutral,,False,neutral,conv_00133
msg_00653,"I am worried about losing this opportunity, and the thought makes me genuinely sad. The two feelings seemed to sit together rather than replace each other.",anxious,sad,True,"anxious,sad",conv_00133
msg_00548,"Honestly, right now I am thinking about ending my life.",suicidal,,False,suicidal,conv_00133
msg_00220,Right now I am furious that they blamed me.,angry,,False,angry,conv_00133
msg_00641,"I was already nervous about the meeting, and the delay made me really irritated. I could feel both reactions at once.",anxious,angry,True,"anxious,angry",conv_00134
msg_00536,I feel like I have reached the end of what I can handle.,suicidal,,False,suicidal,conv_00134
msg_00644,"I was already nervous about the meeting, and the delay made me really irritated. I noticed the second feeling more once I had calmed down.",anxious,angry,True,"anxious,angry",conv_00134
msg_00543,Right now I am exhausted from living and want it all to stop.,suicidal,,False,suicidal,conv_00134
msg_00387,"Honestly, right now I am scared of making the wrong choice.",anxious,,False,anxious,conv_00135
msg_00683,"The day was routine overall, although I felt genuinely pleased about one small success. The two feelings seemed to sit together rather than replace each other.",neutral,happy,True,"neutral,happy",conv_00135
msg_00510,I feel like death is the only escape.,suicidal,,False,suicidal,conv_00135
msg_00268,"Today, i cannot believe they treated me that way.",angry,,False,angry,conv_00135
msg_00442,"Lately, the day passed without much happening.",neutral,,False,neutral,conv_00136
msg_00497,"Honestly, most of today was routine.",neutral,,False,neutral,conv_00136
msg_00113,I have no energy for things I normally enjoy.,sad,,False,sad,conv_00136
msg_00233,I am feeling provoked and upset.,angry,,False,angry,conv_00136
msg_00613,"I am happy about the result, but I am still annoyed by how I was treated. The two feelings seemed to sit together rather than replace each other.",happy,angry,True,"happy,angry",conv_00137
msg_00374,"Lately, i am worried that I will mess this up.",anxious,,False,anxious,conv_00137
msg_00234,I am tired of being treated like this.,angry,,False,angry,conv_00137
msg_00668,"I am angry that they treated me this way, but underneath that anger I mostly feel hurt. The two feelings seemed to sit together rather than replace each other.",angry,sad,True,"angry,sad",conv_00137
msg_00318,I am feeling on edge tonight.,anxious,,False,anxious,conv_00138
msg_00411,I mostly stayed busy with everyday tasks.,neutral,,False,neutral,conv_00138
msg_00630,"I feel sad about what happened and keep worrying that things will get worse. By the evening, I was still carrying both emotions.",sad,anxious,True,"sad,anxious",conv_00138
msg_00359,"Lately, i keep imagining everything going wrong.",anxious,,False,anxious,conv_00138
msg_00259,"Today, that completely pissed me off.",angry,,False,angry,conv_00139
msg_00283,"Today, that was the last straw.",angry,,False,angry,conv_00139
msg_00377,"Lately, right now I am worried that I will mess this up.",anxious,,False,anxious,conv_00139
msg_00385,"Today, i am scared of making the wrong choice.",anxious,,False,anxious,conv_00139
msg_00225,I feel resentful about how things were handled.,angry,,False,angry,conv_00140
msg_00670,"I am angry that they treated me this way, but underneath that anger I mostly feel hurt. By the evening, I was still carrying both emotions.",angry,sad,True,"angry,sad",conv_00140
msg_00581,"Honestly, right now I am having suicidal thoughts again.",suicidal,,False,suicidal,conv_00140
msg_00473,"Honestly, i spent some time reading and resting.",neutral,,False,neutral,conv_00140
msg_00348,"Honestly, my thoughts are racing again.",anxious,,False,anxious,conv_00141
msg_00506,I am feeling like I cannot keep living this way.,suicidal,,False,suicidal,conv_00141
msg_00695,"My day followed the usual routine, but I kept worrying about tomorrow. By the evening, I was still carrying both emotions.",neutral,anxious,True,"neutral,anxious",conv_00141
msg_00652,"I am worried about losing this opportunity, and the thought makes me genuinely sad. It was difficult to describe the mood with one word.",anxious,sad,True,"anxious,sad",conv_00141
msg_00635,"I am hurt by what happened, and the hurt keeps turning into anger. By the evening, I was still carrying both emotions.",sad,angry,True,"sad,angry",conv_00142
msg_00658,"Everything is normal on the surface, but I cannot stop feeling nervous about tomorrow. The two feelings seemed to sit together rather than replace each other.",anxious,neutral,True,"anxious,neutral",conv_00142
msg_00557,"Honestly, i feel like I cannot keep living this way.",suicidal,,False,suicidal,conv_00142
msg_00086,Something I wanted finally happened.,happy,,False,happy,conv_00142
msg_00243,Right now I am annoyed that my concerns were dismissed.,angry,,False,angry,conv_00143
msg_00160,I am disappointed in myself tonight.,sad,,False,sad,conv_00143
msg_00525,I feel like there is no way out except death.,suicidal,,False,suicidal,conv_00143
msg_00036,I am excited to tell my family the good news.,happy,,False,happy,conv_00143
msg_00541,I am feeling unable to keep myself safe.,suicidal,,False,suicidal,conv_00144
msg_00171,I miss the person I was before all this.,sad,,False,sad,conv_00144
msg_00603,"I had a wonderful time with my friends, but I still missed someone who could not be there. The two feelings seemed to sit together rather than replace each other.",happy,sad,True,"happy,sad",conv_00144
msg_00595,"Lately, i cannot imagine continuing to live like this.",suicidal,,False,suicidal,conv_00144
msg_00690,"Everything was normal today, but I noticed a quiet sadness in the background. By the evening, I was still carrying both emotions.",neutral,sad,True,"neutral,sad",conv_00145
msg_00096,I am grateful for today's little victories.,happy,,False,happy,conv_00145
msg_00564,"Today, i have been thinking seriously about suicide.",suicidal,,False,suicidal,conv_00145
msg_00241,I am feeling my temper rising every time I think about it.,angry,,False,angry,conv_00145
msg_00575,"Honestly, i am feeling like death is the only escape.",suicidal,,False,suicidal,conv_00146
msg_00461,"Honestly, i mostly stayed busy with everyday tasks.",neutral,,False,neutral,conv_00146
msg_00554,"Honestly, i keep having thoughts about killing myself.",suicidal,,False,suicidal,conv_00146
msg_00618,"The day was ordinary overall, but one small success genuinely made me smile. The two feelings seemed to sit together rather than replace each other.",happy,neutral,True,"happy,neutral",conv_00146
msg_00207,I am fed up with being ignored.,angry,,False,angry,conv_00147
msg_00393,"Honestly, i feel on edge tonight.",anxious,,False,anxious,conv_00147
msg_00398,"Lately, i keep expecting bad news.",anxious,,False,anxious,conv_00147
msg_00596,"Honestly, i cannot imagine continuing to live like this.",suicidal,,False,suicidal,conv_00147
msg_00218,I am feeling like my patience is gone.,angry,,False,angry,conv_00148
msg_00005,I am feeling proud of myself for finishing this.,happy,,False,happy,conv_00148
msg_00629,I feel sad about what happened and keep worrying that things will get worse. I noticed the second feeling more once I had calmed down.,sad,anxious,True,"sad,anxious",conv_00148
msg_00547,"Lately, right now I am thinking about ending my life.",suicidal,,False,suicidal,conv_00148
msg_00099,I am feeling hopeful because things are improving.,happy,,False,happy,conv_00149
msg_00574,"Lately, i am feeling like death is the only escape.",suicidal,,False,suicidal,conv_00149
msg_00407,Everything was fairly routine today.,neutral,,False,neutral,conv_00149
msg_00503,I do not want to be alive anymore.,suicidal,,False,suicidal,conv_00149
msg_00048,Today felt bright from beginning to end.,happy,,False,happy,conv_00150
msg_00033,I am feeling genuinely appreciated today.,happy,,False,happy,conv_00150
msg_00201,I am really angry about what happened.,angry,,False,angry,conv_00150
msg_00135,I am feeling a quiet ache that will not go away.,sad,,False,sad,conv_00150
msg_00028,That message made my whole day better.,happy,,False,happy,conv_00151
msg_00620,"The day was ordinary overall, but one small success genuinely made me smile. By the evening, I was still carrying both emotions.",happy,neutral,True,"happy,neutral",conv_00151
msg_00231,I keep replaying the argument and getting mad.,angry,,False,angry,conv_00151
msg_00490,"Lately, nothing significant changed today.",neutral,,False,neutral,conv_00151
msg_00379,"Today, right now I am worried that I will mess this up.",anxious,,False,anxious,conv_00152
msg_00289,"Today, right now I am still boiling over what happened.",angry,,False,angry,conv_00152
msg_00419,I worked through my usual tasks.,neutral,,False,neutral,conv_00152
msg_00392,"Lately, i feel on edge tonight.",anxious,,False,anxious,conv_00152
msg_00593,"Honestly, i keep thinking about ending everything.",suicidal,,False,suicidal,conv_00153
msg_00499,"Lately, i did some studying and took a break.",neutral,,False,neutral,conv_00153
msg_00139,I keep wishing I could change the past.,sad,,False,sad,conv_00153
msg_00063,I am celebrating a small win tonight.,happy,,False,happy,conv_00153
msg_00472,"Lately, i spent some time reading and resting.",neutral,,False,neutral,conv_00154
msg_00129,I am feeling alone with my thoughts tonight.,sad,,False,sad,conv_00154
msg_00686,"Everything was normal today, but I noticed a quiet sadness in the background. I could feel both reactions at once.",neutral,sad,True,"neutral,sad",conv_00154
msg_00521,I am feeling completely hopeless and want my life to end.,suicidal,,False,suicidal,conv_00154
msg_00065,I feel warm and grateful inside.,happy,,False,happy,conv_00155
msg_00015,I laughed so much today.,happy,,False,happy,conv_00155
msg_00157,I miss feeling genuinely excited about things.,sad,,False,sad,conv_00155
msg_00041,I am smiling just thinking about what happened.,happy,,False,happy,conv_00155
msg_00493,"Lately, i went about my day as usual.",neutral,,False,neutral,conv_00156
msg_00380,"Lately, i keep second-guessing myself.",anxious,,False,anxious,conv_00156
msg_00188,I am feeling a deep sense of loss.,sad,,False,sad,conv_00156
msg_00217,I feel like my patience is gone.,angry,,False,angry,conv_00156
msg_00053,Right now I am really enjoying this phase of my life.,happy,,False,happy,conv_00157
msg_00338,I feel restless even though everything is fine.,anxious,,False,anxious,conv_00157
msg_00296,"Lately, right now I am irritated by everything right now.",angry,,False,angry,conv_00157
msg_00252,"Honestly, i am really angry about what happened.",angry,,False,angry,conv_00157
msg_00462,"Today, i mostly stayed busy with everyday tasks.",neutral,,False,neutral,conv_00158
msg_00456,"Today, i followed my normal schedule.",neutral,,False,neutral,conv_00158
msg_00704,"The day was normal, but I felt quietly sad and kept worrying about tomorrow.",neutral,"sad,anxious",True,"neutral,sad,anxious",conv_00158
msg_00270,"Honestly, i am fed up with being ignored.",angry,,False,angry,conv_00158
msg_00202,Right now I am really angry about what happened.,angry,,False,angry,conv_00159
msg_00162,I feel invisible to everyone.,sad,,False,sad,conv_00159
msg_00556,"Lately, i feel like I cannot keep living this way.",suicidal,,False,suicidal,conv_00159
msg_00402,I went through my usual routine.,neutral,,False,neutral,conv_00159
msg_00477,"Today, today felt like a normal weekday.",neutral,,False,neutral,conv_00160
msg_00106,I am feeling lonely even when people are around me.,sad,,False,sad,conv_00160
msg_00566,"Honestly, i do not see a reason to stay alive.",suicidal,,False,suicidal,conv_00160
msg_00390,"Honestly, my mind will not switch off.",anxious,,False,anxious,conv_00160
msg_00002,Right now I am genuinely happy today.,happy,,False,happy,conv_00161
msg_00659,"Everything is normal on the surface, but I cannot stop feeling nervous about tomorrow. I noticed the second feeling more once I had calmed down.",anxious,neutral,True,"anxious,neutral",conv_00161
msg_00562,"Lately, i have been thinking seriously about suicide.",suicidal,,False,suicidal,conv_00161
msg_00081,I am feeling optimistic about where this is heading.,happy,,False,happy,conv_00161
msg_00206,I cannot believe they treated me that way.,angry,,False,angry,conv_00162
msg_00035,I woke up feeling cheerful and motivated.,happy,,False,happy,conv_00162
msg_00509,I keep wishing I were dead.,suicidal,,False,suicidal,conv_00162
msg_00428,I finished my work and went home.,neutral,,False,neutral,conv_00162
